SMILES,Name,ChEMBL_ID,Assay_ChEMBL_ID,Permeability_Value,Original_Units,Permeability
N#Cc1ccc2nc(Cc3nc4c(c(=O)[nH]c(=O)n4C4CC4)n3Cc3ccccc3)[nH]c2c1,,CHEMBL5183966,CHEMBL5141815,39.1,10^-6 cm/s,1
O=C(NC1CCN(C(=O)C2CCOCC2)CC1)NC12CC3CC(Cl)(CC(C1)c1ccccc13)C2,,CHEMBL5191146,CHEMBL5112587,5.56e-06,nm/s,0
CN1CCN(C(=O)CCNC(=O)[C@@H](Cc2ccccc2)NC(=O)C2(NC(=O)c3cc4ccccc4s3)CCCC2)CC1,,CHEMBL242625,CHEMBL895362,2.0,10^-6 cm/s,1
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,CYCLOSPORINE,CHEMBL160,CHEMBL923495,1.59e-06,nm/s,0
N#Cc1ccc(NCC(F)(F)c2cccc(F)c2)c(F)c1CC(=O)NCCONC(=N)N,,CHEMBL258198,CHEMBL934697,0.7,10^-6 cm/s,1
Cc1cc2ccc(Cn3nccc3C(=O)N(C)c3ncccc3F)cc2nc1N,,CHEMBL5192334,CHEMBL5130636,18.0,10^-6 cm/s,1
CO[C@]1(C)C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)[C@](C)(O)C[C@@H](C)CN(C)C(=O)C[C@@H](Cc3ccc(NC(=O)[C@H](Cc4ccccc4Cl)NC(C)=O)cc3)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1O,,CHEMBL5082420,CHEMBL5034268,0.6,10^-6 cm/s,1
CC(=O)Nc1ccc(C(=O)NCCc2cnc[nH]2)cc1OCc1ccccc1,,CHEMBL4798618,CHEMBL4668965,8e-07,nm/s,0
O=C(N[C@H]1CCNC1=O)c1cnc2nc(C3CC3)c(Cl)cc2c1,,CHEMBL5266142,CHEMBL5265279,3e-06,nm/s,0
Cc1cc(=O)c2c(O)cc(O[C@@H]3O[C@H](COC(=O)C4=CC[C@H](C(C)(C)O)CC4)[C@@H](O)[C@H](O)[C@H]3O)cc2o1,CYPELLOCARPA C,CHEMBL247486,CHEMBL885403,2.71,10^-6 cm/s,1
O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCC2(CN3CCCC3)CC2)cc1F,,CHEMBL4092078,CHEMBL4009762,9.489999999999999e-05,nm/s,1
CC(C)c1ccccc1-c1nc(NCc2ccccn2)c2ccccc2n1,,CHEMBL5083265,CHEMBL5045808,91.0,10^-6 cm/s,1
CCn1c(=O)[nH]c(=O)c2c1nc(Cc1cn3cc(C)sc3n1)n2CC1COC1,,CHEMBL5404510,CHEMBL5375009,0.48600000000000004,10^-6 cm/s,1
O=C(OCc1ccccc1)[C@H]1CCCC[C@H]1C(=O)N1CCc2c(OS(=O)(=O)C(F)(F)F)cccc2C1CN1C(=O)c2ccccc2C1=O,,CHEMBL4637703,CHEMBL4615772,4.6e-06,nm/s,0
COC[C@H](C(=O)Nc1cccc2c(-c3nc(Nc4cccc(S(C)(=O)=O)c4F)ncc3C)c[nH]c12)N1CCN(C)CC1,,CHEMBL5397400,CHEMBL5369338,2.3,10^-6 cm/s,1
C[C@@H](NC(=O)[C@@](C)(O)C(F)(F)F)c1ncc(-c2cc(Cl)cc(F)c2-c2nnn(C)n2)cc1Cl,,CHEMBL271283,CHEMBL947213,26.0,10^-6 cm/s,1
COc1ccc(-c2ccc(O[C@@H]3COc4nc([N+](=O)[O-])cn4C3)nc2)cn1,,CHEMBL4203482,CHEMBL4182346,7.69e-05,nm/s,1
COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)OC(=O)[C@@H](N)Cc1ccc(O)cc1)C(C)(C)C,,CHEMBL4483512,CHEMBL4392469,7.1e-06,nm/s,0
COC(=O)/C=C/CNC(=O)CN1C(=O)[C@@H](COC(=O)Nc2ccc(Cl)cc2C(F)(F)F)N=C(c2ccccc2)c2ccccc21,,CHEMBL501901,CHEMBL1015280,3.82e-06,nm/s,0
CC(C)CCc1cn(-c2ccc(NC(=O)Nc3cccc4cnccc34)cc2)nn1,,CHEMBL4764675,CHEMBL4687222,0.18,10^-6 cm/s,1
CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,LINEZOLID,CHEMBL126,CHEMBL3750318,5.1639999999999993e-05,nm/s,1
N#Cc1ccc2nc(Nc3cc(CN4CCN(C(=O)CC(F)(F)F)CC4)ccn3)[nH]c2c1,,CHEMBL4459120,CHEMBL4380528,3.2e-06,nm/s,0
Cl.NCCCOc1cc2ccccc2cc1C(=O)NCCOc1cc2ccccc2cc1C(=O)Nc1ccc(Cl)cc1O,,CHEMBL3580934,CHEMBL5050226,0.099,10^-6 cm/s,1
CN(C)C(=O)c1cccc(/N=c2\c(O)c(O)\c2=N/c2ccccc2)c1O,,CHEMBL211468,CHEMBL866148,2.4e-06,nm/s,0
CC(C)CCn1nc(CC2CCCC2)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O,,CHEMBL254756,CHEMBL935710,0.85,10^-6 cm/s,1
CC(C)C[C@@H]1NC(=O)C(C2CCCCC2)NC(=O)[C@@H](CC(C)C)NC(=O)C(CC2CCCCC2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H]2CCCN2C1=O,,CHEMBL5174055,CHEMBL5161408,14.0,10^-6 cm/s,1
CC(C)(O)[C@H]1CC[C@H](NC(=O)c2cnc3nc(N4CCC4)ccc3c2)CC1,,CHEMBL5283521,CHEMBL5265279,2.3e-06,nm/s,0
O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@@H]2CCCCN2)C1,COBIMETINIB,CHEMBL2146883,CHEMBL2149499,1.05e-05,nm/s,1
COc1cncc(Nc2ncc(C(F)(F)F)c(NC3CC3)n2)c1,,CHEMBL4795918,CHEMBL4677638,11.0,10^-6 cm/s,1
Brc1ccc2c(c1)CCCc1nnc(C3CCN(c4ccccn4)CC3)n1-2,,CHEMBL4746716,CHEMBL4669227,46.0,10^-6 cm/s,1
Cn1cc(-c2cn3nccc3c(-c3cnn(C4(CC#N)CN(CC5CC5)C4)c3)n2)cn1,,CHEMBL4761611,CHEMBL4675811,27.0,10^-6 cm/s,1
CC(=O)c1ccc2c(c1)c1cc(C(C)=O)ccc1n2CCN1CCC1,,CHEMBL5422309,CHEMBL5381263,25.0,10^-6 cm/s,1
O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1ccc2ncc(C(F)(F)F)nc2c1,,CHEMBL3110002,CHEMBL3112160,3.07e-05,nm/s,1
C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2ccc(NC3CN(CCCF)C3)cn2)N1CC(F)(F)F,CAMIZESTRANT,CHEMBL4650365,CHEMBL4676146,13.0,10^-6 cm/s,1
CC1CC[C@@](CF)(c2cc(-c3cc4c(cn3)OC(F)(F)O4)ccc2F)N=C1N,,CHEMBL5171414,CHEMBL5156199,1.2,10^-6 cm/s,1
NC(=O)c1cnc(N[C@H]2CC[C@H](O)CC2)nc1N[C@@H]1CCC[C@H](O)C1,,CHEMBL4853525,CHEMBL4842267,0.05,10^-6 cm/s,1
COC(=O)[C@@H]1CSCc2ccccc2C(=O)OC[C@@H](NC(=O)[C@@H]2CCCN2C(C)=O)CN1,,CHEMBL4760617,CHEMBL4739637,3.5,10^-6 cm/s,1
Oc1ccccc1Cl,2-CHLOROPHENOL,CHEMBL108877,CHEMBL905613,15.21,10^-6 cm/s,1
CCCCCCCCC(=O)Nc1ncnc2c1ncn2[C@@H]1O[C@H](CN(C)C/C=C\CN)[C@H]2OC(C)(C)O[C@H]21,,CHEMBL4092771,CHEMBL4046307,1e-06,nm/s,0
C=CC(=O)Nc1ccc(S(=O)(=O)N2CCN(C(=O)C3CCCC3)CC2)cc1,,CHEMBL2086480,CHEMBL2091172,1.3599999999999999e-05,nm/s,1
CCc1cc(OC)cc2c(/C=N/NC(=N)NCCc3ccc(F)cc3)c[nH]c12,,CHEMBL5083969,CHEMBL5033961,25.7,10^-6 cm/s,1
COC(=O)N[C@H](C(=O)NN(Cc1ccc(-c2ccccn2)cc1)C[C@H](OC(=O)[C@@H](NC(=O)OC)C(C)(C)C)[C@H](Cc1ccccc1)NC(=O)OC(OC(=O)[C@H](N)C(C)C)C(C)C)C(C)(C)C.Cl.Cl,,CHEMBL4216131,CHEMBL4189599,7.2999999999999996e-06,nm/s,0
CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,DOFETILIDE,CHEMBL473,CHEMBL889310,14.3,10^-6 cm/s,1
COc1cc(C(=O)NC2(C(=O)N[C@H](C)c3ncc(-c4cc(Cl)cc(Cl)c4OCC(F)F)cc3F)CC2)on1,,CHEMBL404484,CHEMBL947968,28.0,10^-6 cm/s,1
CN(C)c1noc(-c2cccc(CN(C)c3ccc4[nH]nc(C(=O)O)c4c3)c2O)n1,,CHEMBL5086346,CHEMBL5036695,3.4,10^-6 cm/s,1
Cc1cnn(CC[C@@H](CC(=O)NC2CCC2)NC(=O)c2cc(-c3ccccc3C(F)(F)F)n(C3CCCC3)n2)c1,,CHEMBL5195332,CHEMBL5148417,8.0,10^-6 cm/s,1
C/C(=N\NC(=S)N1CCC1)c1ccccn1,,CHEMBL1976486,CHEMBL4808317,4.4,10^-6 cm/s,1
COC1CN(c2cc(NC(=O)c3cccc(-c4cnn(C)c4)n3)c(C(F)(F)F)cn2)C1,,CHEMBL5172722,CHEMBL5108140,25.0,10^-6 cm/s,1
Cl.c1coc(CNc2ncnc3ccccc23)c1,,CHEMBL1405797,CHEMBL4724734,16.3,10^-6 cm/s,1
CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1CN,LEVOMILNACIPRAN,CHEMBL99946,CHEMBL930503,5.0999999999999995e-06,nm/s,0
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,ERYTHROMYCIN,CHEMBL532,CHEMBL4770830,0.0324,10^-6 cm/s,1
CCn1c(-c2cnc(C)nc2)nc2c(-c3ccc4c(c3)[C@](C)(N[C@H]3CCOC3)C(=O)N4)ncnc21,,CHEMBL4753205,CHEMBL4673086,14.0,10^-6 cm/s,1
CN1CC[C@H](Oc2ccc3ncc(-c4cnc(Nc5ncccc5F)nc4)n3n2)C1,,CHEMBL3264078,CHEMBL3265830,2.8e-06,nm/s,0
CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12,VARDENAFIL,CHEMBL1520,CHEMBL4709740,206.0,10^-6 cm/s,1
O=C(O[C@H]1C[C@H](n2cc(F)c(=O)[nH]c2=O)O[C@@H]1CO)c1cccnc1,,CHEMBL3793499,CHEMBL3795442,1.965e-06,nm/s,0
CS(=O)(=O)O.CS(=O)(=O)O.N=C(N)c1ccc2nc(C3CCC(c4nc5ccc(C(=N)N)cc5s4)CC3)sc2c1,,CHEMBL5425887,CHEMBL5368804,0.09000000000000001,10^-6 cm/s,1
Cc1csc2c(N[C@@H](C)CN3CCN(S(=O)(=O)c4ccc(Cl)c(Cl)c4)CC3)ncnc12,,CHEMBL256470,CHEMBL5388553,9.1e-07,nm/s,0
C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(c6cccc(O)c6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,,CHEMBL5276960,CHEMBL5250255,2.32,10^-6 cm/s,1
O=C(O[C@H]1C[C@H](n2cc(F)c(=O)[nH]c2=O)O[C@@H]1CO)c1ccc([N+](=O)[O-])cc1,,CHEMBL3793447,CHEMBL3795442,1.138e-06,nm/s,0
Cc1cc(=O)c2c(F)cncc2n1-c1c(Cl)cc(C#CCO)cc1Cl,,CHEMBL5269440,CHEMBL5255858,26.6,10^-6 cm/s,1
Cn1c(=O)n(CC(=O)N2CCC2)c2cc(-c3cc(C(F)F)cs3)cnc21,,CHEMBL4776547,CHEMBL4728781,51.0,10^-6 cm/s,1
COc1cc(Sc2c(-c3ccncc3)[nH]c3ccccc23)cc(OC)c1OC,,CHEMBL2313472,CHEMBL2320898,4.45e-06,nm/s,0
CCOc1ccccc1-c1ccc(-c2nc3cnccc3c(N[C@H](CC)C(=O)NS(C)(=O)=O)c2C#N)cc1,,CHEMBL5284796,CHEMBL5243021,0.0,nm/s,0
Cn1cc(-c2cn3nccc3c(-c3cnn(C4(CC#N)CN(CCO)C4)c3)n2)cn1,,CHEMBL4782355,CHEMBL4675811,7.0,10^-6 cm/s,1
Cc1c(CN(CCc2ccc([N+](=O)[O-])cc2)C2CCN(C(=O)c3ccccn3)CC2)c(=O)n(-c2ccc(F)cc2)n1C,,CHEMBL392219,CHEMBL888299,7.8,10^-6 cm/s,1
N#Cc1ccc(Cc2nnc(NC(=O)[C@H](NC(=O)C3(C(F)(F)F)CCCCC3)C3CCCC3)s2)cc1,,CHEMBL5268828,CHEMBL5251121,3.3999999999999996e-06,nm/s,0
CC(C)C[C@@H](O)C(=O)N1CC2(CC2)C[C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)COC(F)(F)F,,CHEMBL5430978,CHEMBL5337262,9.3,10^-6 cm/s,1
CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,PACLITAXEL,CHEMBL428647,CHEMBL5160757,2.69,10^-6 cm/s,1
O=C1NC[C@@H](COc2cc3[nH]c(C(=O)N[C@H](CO)c4ccc(C(=O)O)cc4)cc3cc2Cl)O1,,CHEMBL4554985,CHEMBL4350237,1.8e-07,nm/s,0
C[C@@H]1COCCN1c1cc(C2(C#N)CC2)nc2sc(-c3cc[nH]n3)nc12,,CHEMBL5403444,CHEMBL5335162,7.68,10^-6 cm/s,1
Cn1nc(C(=O)OCCCCNC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)cc1COc1cccc([C@@H](NC(=O)O[C@H]2CN3CCC2CC3)c2ccccc2)c1,,CHEMBL5172865,CHEMBL5129812,1.5,10^-6 cm/s,1
C[C@]1(c2cc(NC(=O)c3ncc(C#N)cc3Cl)ccc2F)N=C(N)CO[C@@H]1F,,CHEMBL4161795,CHEMBL4137016,9.479999999999999e-06,nm/s,1
c1ccc2cc(-c3[nH]ncc3-c3ccncc3)ccc2c1,,CHEMBL1784666,CHEMBL1785349,1.69e-05,nm/s,1
O=S(=O)(Nc1nccs1)c1cc(Cl)c(NC[C@H]2CC[C@H](O)CC2)cc1F,,CHEMBL4092435,CHEMBL4046490,2.07e-05,nm/s,1
C[C@@]1(c2cccc(NC(=O)c3ccc(C#N)cn3)c2)Cn2nccc2C(N)=N1,,CHEMBL4521954,CHEMBL5041726,1.56e-05,nm/s,1
CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc1ccc(OC(F)(F)F)cc13,,CHEMBL5078388,CHEMBL5042449,1.12,10^-6 cm/s,1
CC1Cc2c(Cl)cccc2N1C(=O)Cc1nc(N2CCOCC2)sc1C(N)=O,,CHEMBL3125394,CHEMBL3131470,2.9599999999999998e-05,nm/s,1
CCOP(=O)(OCC)OCCc1cn(-c2ccc(NC(=O)Nc3ccccc3C)cc2)nn1,,CHEMBL4741684,CHEMBL4687222,0.72,10^-6 cm/s,1
COC[C@H](C)Oc1cc(Oc2ccc(S(C)(=O)=O)cc2)cc(C(=O)Nc2nc(C)ns2)c1,,CHEMBL3217923,CHEMBL3224181,2.9e-05,nm/s,1
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,CLARITHROMYCIN,CHEMBL1741,CHEMBL1908285,1.08e-06,nm/s,0
NC1=N[C@@]2(CO1)c1cc(-c3ncccc3F)ccc1Oc1c2cc(C2=CCCOC2)nc1F,,CHEMBL3394220,CHEMBL3396461,2.13e-06,nm/s,0
C[C@@H]1COCCN1c1cc(-c2ccnn2C)c2ccnc(-c3ccn[nH]3)c2n1,ELIMUSERTIB,CHEMBL4647810,CHEMBL4612713,2.1099999999999998e-05,nm/s,1
Cc1cc(Cl)cnc1C(=O)Nc1ccc(F)c([C@@]2(C)N=C(N)CO[C@@H]2F)c1,,CHEMBL3634341,CHEMBL3635352,9.299999999999999e-06,nm/s,1
O=c1[nH]cc(-c2ccc(F)cc2)cc1O,,CHEMBL2443225,CHEMBL3620434,4.4e-06,nm/s,0
C[C@@H]1Cc2cc(C(N)=O)cnc2N1,,CHEMBL5220590,CHEMBL5217955,27.5,10^-6 cm/s,1
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1ccccc1,,CHEMBL2064419,CHEMBL2156794,5e-07,nm/s,0
Cc1cc(=O)c2c(O)cc(O[C@@H]3O[C@H](COC(=O)C4=CC[C@H](C(C)(C)O)CC4)[C@@H](O)[C@H](O)[C@H]3O)cc2o1,CYPELLOCARPA C,CHEMBL247486,CHEMBL885402,3.32,10^-6 cm/s,1
N#Cc1ccc(NCC(F)(F)c2cccc(F)c2)c(F)c1CC(=O)NCCONC(=N)N,,CHEMBL258198,CHEMBL934698,4.7,10^-6 cm/s,1
Cn1ccc(CCc2ccc3c(-c4ccc(F)cc4)cc(C(N)=O)nc3c2)n1,,CHEMBL5401453,CHEMBL5365182,25.0,10^-6 cm/s,1
CN(C)CCNc1cc(-c2ccccc2)nc2cc(-c3ccc(F)cc3)nn12,,CHEMBL1857945,CHEMBL1862775,8.84e-06,nm/s,1
O=C(N[C@@H]1CCN(C(=O)N[C@@H](C(=O)N2CCC[C@H]2c2nc(-c3ccc([C@H]4CC[C@H](NC(=O)c5cnccn5)CC4)cc3)c[nH]2)c2ccccc2)C1)OCC1CCCCC1,,CHEMBL4781650,CHEMBL4727467,0.85,10^-6 cm/s,1
Clc1ccc2c(c1)CCCc1nnc(C3CCN(c4ccccn4)CC3)n1-2,,CHEMBL4778839,CHEMBL4669226,37.0,10^-6 cm/s,1
CN(c1nnc(-c2ccc(-c3cn[nH]c3)c(F)c2F)s1)C1CC(C)(C)NC(C)(C)C1,,CHEMBL4851584,CHEMBL4808919,8.0,10^-6 cm/s,1
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCN(c3nc(-c4ccccc4)no3)CC1)c(=O)n2C.Cl,,CHEMBL4759218,CHEMBL4683639,19.1,10^-6 cm/s,1
CCP(=O)(OC)c1ccc2nc(-c3ccc(F)cc3C(F)F)oc2c1,,CHEMBL4797008,CHEMBL4731880,12.3,10^-6 cm/s,1
Cn1c(=O)n(CC(=O)N2CC(F)C2)c2cc(-c3cccc(C(F)(F)F)c3)cnc21,,CHEMBL4784055,CHEMBL4728781,68.0,10^-6 cm/s,1
CC[C@@H](Nc1c(C#N)c(-c2ccc(-c3cccc(C)c3F)cc2)nc2cnccc12)C(=O)O,BAY-091,CHEMBL4802045,CHEMBL5243022,2.5699999999999998e-05,nm/s,1
COc1ccc(C[C@H](N)C(=O)N[C@H]2[C@@H](O)[C@H](n3cnc4c(N(C)C)ncnc43)O[C@@H]2CO)cc1,PUROMYCIN,CHEMBL469912,CHEMBL1908286,3.56e-06,nm/s,0
Cc1ccc(NC(=O)c2ccnc(C(F)(F)F)c2)cc1-c1ccc2c(c1)OC1(CCOCC1)CC(=O)N2,,CHEMBL5087151,CHEMBL5041050,39.84,10^-6 cm/s,1
C[C@@H]1[C@H](Nc2ncnc3[nH]ccc23)CCCN1C(=O)CNc1cc(Cl)cc(Cl)c1,,CHEMBL5274179,CHEMBL5240406,150.0,10^-6 cm/s,1
C[C@@H]1C[C@H](O)C[C@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C1,,CHEMBL3651898,CHEMBL4723892,26.5,10^-6 cm/s,1
NC(=O)c1ccc(C(=O)NC2CC3CCC(C2)N3c2ccc(C(=O)C3CC3)cn2)cc1NCC1CC1,,CHEMBL2204505,CHEMBL2210285,5.0299999999999996e-05,nm/s,1
CC(C)(C)Cn1cc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3cc(F)c(N)c(OC(C(F)(F)F)C(F)(F)F)c3)[C@@H]2O)cn1,,CHEMBL2048062,CHEMBL2049564,1.6e-05,nm/s,1
COc1cc(CCNc2nc(C#Cc3ccccc3)nc3c2ncn3[C@H]2[C@H](O)[C@H](O)[C@@H]3C[C@@H]32)ccc1O,,CHEMBL4571380,CHEMBL5155972,2.71,10^-6 cm/s,1
CCC(C)CCCC(=O)N[C@@H](CCN)C(=O)N[C@H](C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O.CS(=O)(=O)O,COLISTIN METHANESULFONATE,CHEMBL2369419,CHEMBL1697384,0.058,cm/s,1
COc1cc2c(cc1OC)[C@H](Cc1c[nH]c3c(Cl)cccc13)N(C=O)CC2,,CHEMBL4848137,CHEMBL4819559,15.08,10^-6 cm/s,1
Cc1c(CN2CCN(C(=O)C3CCCC3)[C@@H](C)C2)cc(F)cc1NC(=O)CC(CCC(=O)O)c1ccccc1,,CHEMBL4745601,CHEMBL4736740,1.3,10^-6 cm/s,1
Cc1cnc(Nc2cccc(S(C)(=O)=O)c2F)nc1-c1c[nH]c2c(NC(=O)[C@@H](C)N3CCN(C)CC3)cccc12,,CHEMBL5410836,CHEMBL5369338,4.5,10^-6 cm/s,1
Nc1nc(NC2CC2)c2ccc(-c3cc[nH]n3)nc2n1,,CHEMBL5438041,CHEMBL5391309,3.7,10^-6 cm/s,1
CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C3CCCC3=O)c2)CCCCC1,,CHEMBL1209167,CHEMBL1211028,5.0999999999999995e-06,nm/s,0
Cc1cc(-c2nc(C(=O)Nc3cc4oc(N5CCOCC5)nc4nc3N3CCC(O)CC3)co2)ccn1,,CHEMBL4750630,CHEMBL4672983,13.5,10^-6 cm/s,1
OCCOCc1cn(CCNc2nonc2/C(=N/O)Nc2ccc(F)c(Br)c2)nn1,,CHEMBL5091825,CHEMBL5058018,7.2,10^-6 cm/s,1
CC(C)(C)c1cccc(CN[C@H]2C[S@@+]([O-])C[C@@H](Cc3cc(F)c(N)c(OC(C(F)(F)F)C(F)(F)F)c3)[C@@H]2O)c1,,CHEMBL2425609,CHEMBL2427047,1.1e-05,nm/s,1
COc1cc(NS(C)(=O)=O)cc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)c1,,CHEMBL3113977,CHEMBL3119377,1e-06,nm/s,0
CCn1c(=O)[nH]c(=O)c2c1nc(Sc1nc3ccccc3[nH]1)n2Cc1ccccc1,,CHEMBL5192356,CHEMBL5141814,12.0,10^-6 cm/s,1
O=C(Nc1ccc(Cl)c(-c2nc3ncccc3o2)c1)c1ccco1,,CHEMBL2094282,CHEMBL3118918,4.17e-05,nm/s,1
C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c([O-])c3C(=O)N12.[Na+],DOLUTEGRAVIR SODIUM,CHEMBL1213165,CHEMBL2404464,5.85e-05,nm/s,1
N#Cc1cccc(C(=O)c2cnc(NCc3cncnc3)nc2)c1,,CHEMBL5078862,CHEMBL5047676,23.0,10^-6 cm/s,1
Nc1noc2ccc(-n3nc(C(F)(F)F)cc3C(=O)Cc3ccc(-c4ccccc4S(N)(=O)=O)cc3F)cc12,,CHEMBL253297,CHEMBL927724,31.0,10^-6 cm/s,1
CN1CC[C@H](Nc2ccc3ncc(-c4cnc(Nc5ncccc5F)nc4)n3n2)C1,,CHEMBL3264071,CHEMBL3265830,2e-07,nm/s,0
CN(C)c1ccc(/N=N/c2nc3ccc(OCCOCCOCCOCCOC45CC6CC7C8CC(CC74)CC5C8C6)cc3s2)cc1,,CHEMBL5082812,CHEMBL5042337,1.25,10^-6 cm/s,1
CCCCc1nc2c(N)nc3ccccc3c2n1Cc1ccc(NC(=O)CCCNC(=O)OC(C)(C)C)cc1,,CHEMBL5405415,CHEMBL5370444,1.33,10^-6 cm/s,1
CCN1CCN(c2nc(NCc3ccc(OC)cc3)nc3c2ncn3CCCN2CCCC2)CC1,,CHEMBL5088130,CHEMBL5037242,37.99,10^-6 cm/s,1
C[C@@H](NC(=O)C1(NC(=O)C(F)(F)F)CC1)c1ncc(-c2cc(Cl)cc(Cl)c2-c2nnn(C)n2)cc1F,,CHEMBL429074,CHEMBL897542,27.0,10^-6 cm/s,1
Cn1c(=O)c2c(c3cc(Nc4ccnc(Cl)c4C#N)ccc31)N[C@@H](C1CC1)C(F)(F)CO2,,CHEMBL5184251,CHEMBL5340432,2.5,10^-6 cm/s,1
O=C(CCCCCN1C(=O)c2ccccc2N(Cc2ccccc2)C(=O)[C@@H]1Cc1ccccc1)NO,,CHEMBL391514,CHEMBL4017033,1.0899999999999999e-05,nm/s,1
COc1ccc(-c2cc(C(N)=O)nc3cc(CCc4cnc(C)nc4)ccc23)cc1,,CHEMBL3895570,CHEMBL5328168,25.0,10^-6 cm/s,1
Cc1cc(S(=O)(=O)N[C@H](C)C2CCN(C)CC2)ccc1NC(=O)c1cccc(Cl)c1C,,CHEMBL5397693,CHEMBL5384115,28.4,10^-6 cm/s,1
CC(C)(C)Nc1nc(N[C@H]2CC[C@H](O)CC2)ncc1C(N)=O,,CHEMBL4874549,CHEMBL4842267,17.7,10^-6 cm/s,1
COc1cc(/C=C/C(=O)c2cc(O)cc(O)c2)c(OC)cc1/C=C/C(=O)c1cc(O)cc(O)c1,,CHEMBL5396732,CHEMBL5339114,7.71,10^-6 cm/s,1
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,DIGOXIN,CHEMBL1751,CHEMBL3541326,9.6e-06,nm/s,1
COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCCNC3=O)C(=O)COC(=O)c3c(C)cc(C)nc3C)cc12,,CHEMBL5191060,CHEMBL5155141,21.8,10^-6 cm/s,1
